isn_vinculo,cod_cargo,num_ano,num_mes,100,106
331430,W005,2019,1,0.0,0.3934496701843728
331355,W005,2019,2,0.0,0.4477413643288567
218731,W005,2019,10,0.0,0.1623506174940558
296979,W005,2019,9,0.0,0.12606337107408128
312118,W005,2019,2,0.0,0.21893981171626858
175502,W005,2019,1,0.0,0.14727548236865057
320424,W005,2019,2,0.0,0.16353618644442225
305879,W005,2019,4,0.0,0.3399135001039112
320424,W005,2019,1,0.0,0.16353618644442225
175041,W005,2019,8,0.0,0.10650958355356498
175041,W005,2019,5,0.0,0.10650958355356498
175502,W005,2019,8,0.0,0.14727548236865057
175041,W005,2019,7,0.0,0.10650958355356498
175041,W005,2019,1,0.0,0.10650958355356498
173352,W005,2019,10,0.0,0.16209288511354136
305879,W005,2019,11,0.0,0.3399135001039112
312125,W005,2019,3,0.0,0.25695607422038
305879,W005,2019,5,0.0,0.3399135001039112
264732,W005,2019,8,0.0,0.12186012413700563
218731,W005,2019,7,0.0,0.1623506174940558
264732,W005,2019,9,0.0,0.12186012413700563
331390,W005,2019,5,0.0,0.124346137041625
320424,W005,2019,4,0.0,0.16353618644442225
331355,W005,2020,7,0.0,0.4477413643288567
218731,W005,2020,10,0.0,0.1623506174940558
331390,W005,2020,1,0.0,0.124346137041625
331430,W005,2020,11,0.0,0.3934496701843728
312125,W005,2020,5,0.0,0.25695607422038
175502,W005,2020,6,0.0,0.14727548236865057
312125,W005,2020,11,0.0,0.34429936884203705
320424,W005,2020,1,0.0,0.16655533718759152
312125,W005,2020,10,0.0,0.34429936884203705
331390,W005,2020,7,0.0,0.124346137041625
175041,W005,2020,8,0.0,0.10650958355356498
296979,W005,2020,4,0.0,0.12606337107408128
175041,W005,2020,4,0.0,0.10650958355356498
305879,W005,2020,8,0.0,0.35168082421997093
175502,W005,2020,1,0.0,0.14727548236865057
175502,W005,2020,7,0.0,0.14727548236865057
331355,W005,2020,1,0.0,0.4477413643288567
320424,W005,2020,12,0.0,0.16699716412561633
312125,W005,2020,8,0.0,0.25695607422038
305879,W005,2020,4,0.0,0.35168082421997093
331430,W005,2020,5,0.0,0.3934496701843728
175041,W005,2020,7,0.0,0.10650958355356498
175041,W005,2020,1,0.0,0.10650958355356498
173352,W005,2020,10,0.0,0.16209288511354136
175502,W005,2020,8,0.0,0.14727548236865057
312118,W005,2020,8,0.0,0.21893981171626858
264732,W005,2020,4,0.0,0.12186012413700563
331390,W005,2020,6,0.0,0.124346137041625
331355,W005,2020,4,0.0,0.4477413643288567
331430,W005,2020,1,0.0,0.3934496701843728
331390,W005,2020,12,0.0,0.124346137041625
312118,W005,2020,2,0.0,0.21893981171626858
331430,W005,2021,6,0.0,0.4469814219954541
312125,W005,2021,5,0.0,0.34429936884203705
